1734457790.558685 server started (10575): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1734457790.558731 on Linux 6.8.0-49-generic #49-Ubuntu SMP PREEMPT_DYNAMIC Mon Nov  4 02:06:24 UTC 2024
1734457790.558748 using libevent 2.1.12-stable poll
1734457790.558756 using ncurses 6.4 20240113
1734457790.814261 format_expand1: found #{}: !=:#{E:window-status-last-style},default
1734457790.814267 format_replace: modifier 0 is !=
1734457790.814270 format_expand1: expanding format: #{E:window-status-last-style}
1734457790.814273 format_expand1: found #{}: E:window-status-last-style
1734457790.814276 format_replace: modifier 0 is E
1734457790.814279 format_replace: format 'window-status-last-style' found: default
1734457790.814282 format_expand1: expanding format: default
1734457790.814285 format_expand1: result is: default
1734457790.814289 format_replace: replaced 'E:window-status-last-style' with 'default'
1734457790.814296 format_expand1: result is: default
1734457790.814299 format_expand1: expanding format: default
1734457790.814301 format_expand1: result is: default
1734457790.814304 format_replace: compare != left is: default
1734457790.814307 format_replace: compare != right is: default
1734457790.814310 format_replace: replaced '!=:#{E:window-status-last-style},default' with '0'
1734457790.814313 format_expand1: result is: 0
1734457790.814316 format_replace: compare && left is: 0
1734457790.814319 format_replace: compare && right is: 0
1734457790.814322 format_replace: replaced '&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}' with '0'
1734457790.814324 format_expand1: result is: 0
1734457790.814329 format_replace: condition '#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}' is false
1734457790.814333 format_replace: replaced '?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},' with ''
1734457790.814342 format_expand1: found #{}: ?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}
1734457790.814346 format_replace: condition is: #{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}
1734457790.814350 format_expand1: expanding format: #{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}
1734457790.814354 format_expand1: found #{}: &&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}
1734457790.814357 format_replace: modifier 0 is &&
1734457790.814360 format_expand1: expanding format: #{window_bell_flag}
1734457790.814363 format_expand1: found #{}: window_bell_flag
1734457790.814367 format_replace: format 'window_bell_flag' found: 0
1734457790.814370 format_replace: replaced 'window_bell_flag' with '0'
1734457790.814372 format_expand1: result is: 0
1734457790.814375 format_expand1: expanding format: #{!=:#{E:window-status-bell-style},default}
1734457790.814378 format_expand1: found #{}: !=:#{E:window-status-bell-style},default
1734457790.814381 format_replace: modifier 0 is !=
1734457790.814384 format_expand1: expanding format: #{E:window-status-bell-style}
1734457790.814387 format_expand1: found #{}: E:window-status-bell-style
1734457790.814390 format_replace: modifier 0 is E
1734457790.814393 format_replace: format 'window-status-bell-style' found: reverse
1734457790.814396 format_expand1: expanding format: reverse
1734457790.814399 format_expand1: result is: reverse
1734457790.814401 format_replace: replaced 'E:window-status-bell-style' with 'reverse'
1734457790.814404 format_expand1: result is: reverse
1734457790.814407 format_expand1: expanding format: default
1734457790.814410 format_expand1: result is: default
1734457790.814412 format_replace: compare != left is: reverse
1734457790.814415 format_replace: compare != right is: default
1734457790.814418 format_replace: replaced '!=:#{E:window-status-bell-style},default' with '1'
1734457790.814421 format_expand1: result is: 1
1734457790.814424 format_replace: compare && left is: 0
1734457790.814426 format_replace: compare && right is: 1
1734457790.814429 format_replace: replaced '&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}' with '0'
1734457790.814432 format_expand1: result is: 0
1734457790.814435 format_replace: condition '#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}' is false
1734457790.814440 format_expand1: expanding format: #{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}
1734457790.814445 format_expand1: found #{}: ?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},
1734457790.814449 format_replace: condition is: #{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}
1734457790.814458 format_expand1: expanding format: #{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}
1734457790.814461 format_expand1: found #{}: &&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}
1734457790.814464 format_replace: modifier 0 is &&
1734457790.814468 format_expand1: expanding format: #{||:#{window_activity_flag},#{window_silence_flag}}
1734457790.814471 format_expand1: found #{}: ||:#{window_activity_flag},#{window_silence_flag}
1734457790.814474 format_replace: modifier 0 is ||
1734457790.814477 format_expand1: expanding format: #{window_activity_flag}
1734457790.814480 format_expand1: found #{}: window_activity_flag
1734457790.814485 format_replace: format 'window_activity_flag' found: 0
1734457790.814488 format_replace: replaced 'window_activity_flag' with '0'
1734457790.814490 format_expand1: result is: 0
1734457790.814493 format_expand1: expanding format: #{window_silence_flag}
1734457790.814496 format_expand1: found #{}: window_silence_flag
1734457790.814500 format_replace: format 'window_silence_flag' found: 0
1734457790.814503 format_replace: replaced 'window_silence_flag' with '0'
1734457790.814506 format_expand1: result is: 0
1734457790.814509 format_replace: compare || left is: 0
1734457790.814511 format_replace: compare || right is: 0
1734457790.814515 format_replace: replaced '||:#{window_activity_flag},#{window_silence_flag}' with '0'
1734457790.814517 format_expand1: result is: 0
1734457790.814520 format_expand1: expanding format: #{!=:#{E:window-status-activity-style},default}
1734457790.814523 format_expand1: found #{}: !=:#{E:window-status-activity-style},default
1734457790.814526 format_replace: modifier 0 is !=
1734457790.814529 format_expand1: expanding format: #{E:window-status-activity-style}
1734457790.814532 format_expand1: found #{}: E:window-status-activity-style
1734457790.814534 format_replace: modifier 0 is E
1734457790.814538 format_replace: format 'window-status-activity-style' found: reverse
1734457790.814540 format_expand1: expanding format: reverse
1734457790.814543 format_expand1: result is: reverse
1734457790.814546 format_replace: replaced 'E:window-status-activity-style' with 'reverse'
1734457790.814549 format_expand1: result is: reverse
1734457790.814552 format_expand1: expanding format: default
1734457790.814554 format_expand1: result is: default
1734457790.814557 format_replace: compare != left is: reverse
1734457790.814560 format_replace: compare != right is: default
1734457790.814563 format_replace: replaced '!=:#{E:window-status-activity-style},default' with '1'
1734457790.814565 format_expand1: result is: 1
1734457790.814568 format_replace: compare && left is: 0
1734457790.814571 format_replace: compare && right is: 1
1734457790.814575 format_replace: replaced '&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}' with '0'
1734457790.814577 format_expand1: result is: 0
1734457790.814581 format_replace: condition '#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}' is false
1734457790.814588 format_replace: replaced '?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},' with ''
1734457790.814591 format_expand1: result is: 
1734457790.814597 format_replace: replaced '?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}' with ''
1734457790.814600 format_expand1: found #*1[
1734457790.814603 format_expand1: found #{}: T:window-status-current-format
1734457790.814606 format_replace: modifier 0 is T
1734457790.814609 format_replace: format 'window-status-current-format' found: #I:#W#{?window_flags,#{window_flags}, }
1734457790.814613 format_expand1: expanding format: #I:#W#{?window_flags,#{window_flags}, }
1734457790.814619 format_expand1: found #I: window_index
1734457790.814623 format_replace: format 'window_index' found: 0
1734457790.814626 format_replace: replaced 'window_index' with '0'
1734457790.814629 format_expand1: found #W: window_name
1734457790.814633 format_replace: format 'window_name' found: bash
1734457790.814636 format_replace: replaced 'window_name' with 'bash'
1734457790.814639 format_expand1: found #{}: ?window_flags,#{window_flags}, 
1734457790.814642 format_replace: condition is: window_flags
1734457790.814646 format_replace: condition 'window_flags' found: *
1734457790.814649 format_replace: condition 'window_flags' is true
1734457790.814652 format_expand1: expanding format: #{window_flags}
1734457790.814655 format_expand1: found #{}: window_flags
1734457790.814659 format_replace: format 'window_flags' found: *
1734457790.814662 format_replace: replaced 'window_flags' with '*'
1734457790.814664 format_expand1: result is: *
1734457790.814667 format_replace: replaced '?window_flags,#{window_flags}, ' with '*'
1734457790.814670 format_expand1: result is: 0:bash*
1734457790.814673 format_replace: replaced 'T:window-status-current-format' with '0:bash*'
1734457790.814676 format_expand1: found #*1[
1734457790.814679 format_expand1: found #*1[
1734457790.814682 format_expand1: found #{}: ?window_end_flag,,#{window-status-separator}
1734457790.814685 format_replace: condition is: window_end_flag
1734457790.814689 format_replace: condition 'window_end_flag' found: 1
1734457790.814692 format_replace: condition 'window_end_flag' is true
1734457790.814695 format_replace: replaced '?window_end_flag,,#{window-status-separator}' with ''
1734457790.814699 format_expand1: result is: #[range=window|0 list=focus default]#[push-default]0:bash*#[pop-default]#[norange list=on default]
1734457790.814702 unref client 0x63dbd0745c30 (3 references)
1734457790.814716 format_replace: replaced 'W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?window_end_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?window_end_flag,,#{window-status-separator}}' with '#[range=window|0 list=focus default]#[push-default]0:bash*#[pop-default]#[norange list=on default]'
1734457790.814720 format_expand1: found #*1[
1734457790.814723 format_expand1: found #{}: E:status-right-style
1734457790.814726 format_replace: modifier 0 is E
1734457790.814730 format_replace: format 'status-right-style' found: default
1734457790.814733 format_expand1: expanding format: default
1734457790.814736 format_expand1: result is: default
1734457790.814738 format_replace: replaced 'E:status-right-style' with 'default'
1734457790.814741 format_expand1: found #*1[
1734457790.814744 format_expand1: found #{}: T;=/#{status-right-length}:status-right
1734457790.814747 format_expand1: expanding format: #{status-right-length}
1734457790.814750 format_expand1: found #{}: status-right-length
1734457790.814755 format_replace: format 'status-right-length' found: 40
1734457790.814758 format_replace: replaced 'status-right-length' with '40'
1734457790.814764 format_expand1: result is: 40
1734457790.814767 format_replace: modifier 0 is T
1734457790.814769 format_replace: modifier 1 is =
1734457790.814772 format_replace: modifier 1 argument 0: 40
1734457790.814777 format_replace: format 'status-right' found: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" %H:%M %d-%b-%y
1734457790.814781 format_expand1: expanding format: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" %H:%M %d-%b-%y
1734457790.814787 format_expand1: after time expanded: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" 19:49 17-Dec-24
1734457790.814791 format_expand1: found #{}: ?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,
1734457790.814794 format_replace: condition is: window_bigger
1734457790.814799 format_replace: condition 'window_bigger' found: 0
1734457790.814802 format_replace: condition 'window_bigger' is false
1734457790.814805 format_replace: replaced '?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,' with ''
1734457790.814808 format_expand1: found #{}: =21:pane_title
1734457790.814811 format_expand1: expanding format: 21
1734457790.814814 format_expand1: result is: 21
1734457790.814816 format_replace: modifier 0 is =
1734457790.814819 format_replace: modifier 0 argument 0: 21
1734457790.814824 format_replace: format 'pane_title' found: sami@sami-860-080no:~/Desktop/groceries/groceries
1734457790.814828 format_replace: applied length limit 21: sami@sami-860-080no:~
1734457790.814831 format_replace: replaced '=21:pane_title' with 'sami@sami-860-080no:~'
1734457790.814840 format_expand1: result is: "sami@sami-860-080no:~" 19:49 17-Dec-24
1734457790.814844 format_replace: applied length limit 40: "sami@sami-860-080no:~" 19:49 17-Dec-24
1734457790.814847 format_replace: replaced 'T;=/#{status-right-length}:status-right' with '"sami@sami-860-080no:~" 19:49 17-Dec-24'
1734457790.814850 format_expand1: found #*1[
1734457790.814852 format_expand1: found #*1[
1734457790.814860 format_expand1: result is: #[align=left range=left default]#[push-default][0] #[pop-default]#[norange default]#[list=on align=left]#[list=left-marker]<#[list=right-marker]>#[list=on]#[range=window|0 list=focus default]#[push-default]0:bash*#[pop-default]#[norange list=on default]#[nolist align=right range=right default]#[push-default]"sami@sami-860-080no:~" 19:49 17-Dec-24#[pop-default]#[norange default]
1734457790.814864 utf8_to_data: 4100005b -> (1 1 [)
1734457790.814868 utf8_from_data: (1 1  ) -> 41000020
1734457790.814871 utf8_to_data: 41000030 -> (1 1 0)
1734457790.814874 utf8_from_data: (1 1  ) -> 41000020
1734457790.814877 utf8_to_data: 4100005d -> (1 1 ])
1734457790.814879 utf8_from_data: (1 1  ) -> 41000020
1734457790.814882 utf8_to_data: 41000020 -> (1 1  )
1734457790.814885 utf8_from_data: (1 1  ) -> 41000020
1734457790.814887 utf8_to_data: 41000030 -> (1 1 0)
1734457790.814890 utf8_from_data: (1 1  ) -> 41000020
1734457790.814893 utf8_to_data: 4100003a -> (1 1 :)
1734457790.814895 utf8_from_data: (1 1  ) -> 41000020
1734457790.814898 utf8_to_data: 41000062 -> (1 1 b)
1734457790.814900 utf8_from_data: (1 1  ) -> 41000020
1734457790.814903 utf8_to_data: 41000061 -> (1 1 a)
1734457790.814906 utf8_from_data: (1 1  ) -> 41000020
1734457790.814908 utf8_to_data: 41000073 -> (1 1 s)
1734457790.814911 utf8_from_data: (1 1  ) -> 41000020
1734457790.814914 utf8_to_data: 41000068 -> (1 1 h)
1734457790.814916 utf8_from_data: (1 1  ) -> 41000020
1734457790.814919 utf8_to_data: 4100002a -> (1 1 *)
1734457790.814922 utf8_from_data: (1 1  ) -> 41000020
1734457790.814924 utf8_to_data: 41000020 -> (1 1  )
1734457790.814927 utf8_from_data: (1 1  ) -> 41000020
1734457790.814930 utf8_to_data: 41000020 -> (1 1  )
1734457790.814932 utf8_from_data: (1 1  ) -> 41000020
1734457790.814935 utf8_to_data: 41000020 -> (1 1  )
1734457790.814937 utf8_from_data: (1 1  ) -> 41000020
1734457790.814940 utf8_to_data: 41000020 -> (1 1  )
1734457790.814943 utf8_from_data: (1 1  ) -> 41000020
1734457790.814946 utf8_to_data: 41000020 -> (1 1  )
1734457790.814952 utf8_from_data: (1 1  ) -> 41000020
1734457790.814955 utf8_to_data: 41000020 -> (1 1  )
1734457790.814958 utf8_from_data: (1 1  ) -> 41000020
1734457790.814960 utf8_to_data: 41000020 -> (1 1  )
1734457790.814963 utf8_from_data: (1 1  ) -> 41000020
1734457790.814966 utf8_to_data: 41000020 -> (1 1  )
1734457790.814969 utf8_from_data: (1 1  ) -> 41000020
1734457790.814971 utf8_to_data: 41000020 -> (1 1  )
1734457790.814974 utf8_from_data: (1 1  ) -> 41000020
1734457790.814977 utf8_to_data: 41000020 -> (1 1  )
1734457790.814980 utf8_from_data: (1 1  ) -> 41000020
1734457790.814982 utf8_to_data: 41000020 -> (1 1  )
1734457790.814985 utf8_from_data: (1 1  ) -> 41000020
1734457790.814987 utf8_to_data: 41000020 -> (1 1  )
1734457790.814990 utf8_from_data: (1 1  ) -> 41000020
1734457790.814993 utf8_to_data: 41000020 -> (1 1  )
1734457790.814996 utf8_from_data: (1 1  ) -> 41000020
1734457790.814998 utf8_to_data: 41000020 -> (1 1  )
1734457790.815001 utf8_from_data: (1 1  ) -> 41000020
1734457790.815004 utf8_to_data: 41000020 -> (1 1  )
1734457790.815006 utf8_from_data: (1 1  ) -> 41000020
1734457790.815009 utf8_to_data: 41000020 -> (1 1  )
1734457790.815012 utf8_from_data: (1 1  ) -> 41000020
1734457790.815014 utf8_to_data: 41000020 -> (1 1  )
1734457790.815017 utf8_from_data: (1 1  ) -> 41000020
1734457790.815020 utf8_to_data: 41000020 -> (1 1  )
1734457790.815023 utf8_from_data: (1 1  ) -> 41000020
1734457790.815025 utf8_to_data: 41000020 -> (1 1  )
1734457790.815028 utf8_from_data: (1 1  ) -> 41000020
1734457790.815031 utf8_to_data: 41000020 -> (1 1  )
1734457790.815034 utf8_from_data: (1 1  ) -> 41000020
1734457790.815036 utf8_to_data: 41000020 -> (1 1  )
1734457790.815039 utf8_from_data: (1 1  ) -> 41000020
1734457790.815042 utf8_to_data: 41000020 -> (1 1  )
1734457790.815044 utf8_from_data: (1 1  ) -> 41000020
1734457790.815047 utf8_to_data: 41000020 -> (1 1  )
1734457790.815050 utf8_from_data: (1 1  ) -> 41000020
1734457790.815053 utf8_to_data: 41000020 -> (1 1  )
1734457790.815055 utf8_from_data: (1 1  ) -> 41000020
1734457790.815058 utf8_to_data: 41000020 -> (1 1  )
1734457790.815061 utf8_from_data: (1 1  ) -> 41000020
1734457790.815063 utf8_to_data: 41000020 -> (1 1  )
1734457790.815066 utf8_from_data: (1 1  ) -> 41000020
1734457790.815069 utf8_to_data: 41000020 -> (1 1  )
1734457790.815072 utf8_from_data: (1 1  ) -> 41000020
1734457790.815074 utf8_to_data: 41000020 -> (1 1  )
1734457790.815077 utf8_from_data: (1 1  ) -> 41000020
1734457790.815080 utf8_to_data: 41000020 -> (1 1  )
1734457790.815082 utf8_from_data: (1 1  ) -> 41000020
1734457790.815085 utf8_to_data: 41000020 -> (1 1  )
1734457790.815088 utf8_from_data: (1 1  ) -> 41000020
1734457790.815090 utf8_to_data: 41000020 -> (1 1  )
1734457790.815093 utf8_from_data: (1 1  ) -> 41000020
1734457790.815096 utf8_to_data: 41000020 -> (1 1  )
1734457790.815098 utf8_from_data: (1 1  ) -> 41000020
1734457790.815101 utf8_to_data: 41000020 -> (1 1  )
1734457790.815104 utf8_from_data: (1 1  ) -> 41000020
1734457790.815107 utf8_to_data: 41000020 -> (1 1  )
1734457790.815109 utf8_from_data: (1 1  ) -> 41000020
1734457790.815112 utf8_to_data: 41000020 -> (1 1  )
1734457790.815115 utf8_from_data: (1 1  ) -> 41000020
1734457790.815118 utf8_to_data: 41000020 -> (1 1  )
1734457790.815120 utf8_from_data: (1 1  ) -> 41000020
1734457790.815123 utf8_to_data: 41000020 -> (1 1  )
1734457790.815126 utf8_from_data: (1 1  ) -> 41000020
1734457790.815128 utf8_to_data: 41000020 -> (1 1  )
1734457790.815131 utf8_from_data: (1 1  ) -> 41000020
1734457790.815134 utf8_to_data: 41000020 -> (1 1  )
1734457790.815136 utf8_from_data: (1 1  ) -> 41000020
1734457790.815139 utf8_to_data: 41000020 -> (1 1  )
1734457790.815142 utf8_from_data: (1 1  ) -> 41000020
1734457790.815144 utf8_to_data: 41000020 -> (1 1  )
1734457790.815147 utf8_from_data: (1 1  ) -> 41000020
1734457790.815150 utf8_to_data: 41000020 -> (1 1  )
1734457790.815153 utf8_from_data: (1 1  ) -> 41000020
1734457790.815155 utf8_to_data: 41000020 -> (1 1  )
1734457790.815158 utf8_from_data: (1 1  ) -> 41000020
1734457790.815164 utf8_to_data: 41000020 -> (1 1  )
1734457790.815167 utf8_from_data: (1 1  ) -> 41000020
1734457790.815170 utf8_to_data: 41000020 -> (1 1  )
1734457790.815173 utf8_from_data: (1 1  ) -> 41000020
1734457790.815175 utf8_to_data: 41000020 -> (1 1  )
1734457790.815178 utf8_from_data: (1 1  ) -> 41000020
1734457790.815181 utf8_to_data: 41000020 -> (1 1  )
1734457790.815183 utf8_from_data: (1 1  ) -> 41000020
1734457790.815186 utf8_to_data: 41000020 -> (1 1  )
1734457790.815189 utf8_from_data: (1 1  ) -> 41000020
1734457790.815191 utf8_to_data: 41000020 -> (1 1  )
1734457790.815194 utf8_from_data: (1 1  ) -> 41000020
1734457790.815197 utf8_to_data: 41000020 -> (1 1  )
1734457790.815200 utf8_from_data: (1 1  ) -> 41000020
1734457790.815202 utf8_to_data: 41000020 -> (1 1  )
1734457790.815205 utf8_from_data: (1 1  ) -> 41000020
1734457790.815208 utf8_to_data: 41000020 -> (1 1  )
1734457790.815210 utf8_from_data: (1 1  ) -> 41000020
1734457790.815213 utf8_to_data: 41000020 -> (1 1  )
1734457790.815216 utf8_from_data: (1 1  ) -> 41000020
1734457790.815219 utf8_to_data: 41000020 -> (1 1  )
1734457790.815222 utf8_from_data: (1 1  ) -> 41000020
1734457790.815224 utf8_to_data: 41000020 -> (1 1  )
1734457790.815227 utf8_from_data: (1 1  ) -> 41000020
1734457790.815230 utf8_to_data: 41000020 -> (1 1  )
1734457790.815232 utf8_from_data: (1 1  ) -> 41000020
1734457790.815235 utf8_to_data: 41000020 -> (1 1  )
1734457790.815238 utf8_from_data: (1 1  ) -> 41000020
1734457790.815240 utf8_to_data: 41000020 -> (1 1  )
1734457790.815243 utf8_from_data: (1 1  ) -> 41000020
1734457790.815246 utf8_to_data: 41000020 -> (1 1  )
1734457790.815248 utf8_from_data: (1 1  ) -> 41000020
1734457790.815251 utf8_to_data: 41000020 -> (1 1  )
1734457790.815263 utf8_from_data: (1 1  ) -> 41000020
1734457790.815266 utf8_to_data: 41000020 -> (1 1  )
1734457790.815269 utf8_from_data: (1 1  ) -> 41000020
1734457790.815271 utf8_to_data: 41000020 -> (1 1  )
1734457790.815274 utf8_from_data: (1 1  ) -> 41000020
1734457790.815277 utf8_to_data: 41000020 -> (1 1  )
1734457790.815280 utf8_from_data: (1 1  ) -> 41000020
1734457790.815285 utf8_to_data: 41000020 -> (1 1  )
1734457790.815288 utf8_from_data: (1 1  ) -> 41000020
1734457790.815291 utf8_to_data: 41000020 -> (1 1  )
1734457790.815293 utf8_from_data: (1 1  ) -> 41000020
1734457790.815296 utf8_to_data: 41000020 -> (1 1  )
1734457790.815299 utf8_from_data: (1 1  ) -> 41000020
1734457790.815302 utf8_to_data: 41000020 -> (1 1  )
1734457790.815304 utf8_from_data: (1 1  ) -> 41000020
1734457790.815307 utf8_to_data: 41000020 -> (1 1  )
1734457790.815310 utf8_from_data: (1 1  ) -> 41000020
1734457790.815312 utf8_to_data: 41000020 -> (1 1  )
1734457790.815315 utf8_from_data: (1 1  ) -> 41000020
1734457790.815318 utf8_to_data: 41000020 -> (1 1  )
1734457790.815320 utf8_from_data: (1 1  ) -> 41000020
1734457790.815323 utf8_to_data: 41000020 -> (1 1  )
1734457790.815326 utf8_from_data: (1 1  ) -> 41000020
1734457790.815328 utf8_to_data: 41000020 -> (1 1  )
1734457790.815331 utf8_from_data: (1 1  ) -> 41000020
1734457790.815334 utf8_to_data: 41000020 -> (1 1  )
1734457790.815336 utf8_from_data: (1 1  ) -> 41000020
1734457790.815339 utf8_to_data: 41000020 -> (1 1  )
1734457790.815342 utf8_from_data: (1 1  ) -> 41000020
1734457790.815344 utf8_to_data: 41000020 -> (1 1  )
1734457790.815347 utf8_from_data: (1 1  ) -> 41000020
1734457790.815350 utf8_to_data: 41000020 -> (1 1  )
1734457790.815352 utf8_from_data: (1 1  ) -> 41000020
1734457790.815355 utf8_to_data: 41000020 -> (1 1  )
1734457790.815357 utf8_from_data: (1 1  ) -> 41000020
1734457790.815360 utf8_to_data: 41000020 -> (1 1  )
1734457790.815363 utf8_from_data: (1 1  ) -> 41000020
1734457790.815365 utf8_to_data: 41000020 -> (1 1  )
1734457790.815368 utf8_from_data: (1 1  ) -> 41000020
1734457790.815371 utf8_to_data: 41000020 -> (1 1  )
1734457790.815374 utf8_from_data: (1 1  ) -> 41000020
1734457790.815376 utf8_to_data: 41000020 -> (1 1  )
1734457790.815379 utf8_from_data: (1 1  ) -> 41000020
1734457790.815382 utf8_to_data: 41000020 -> (1 1  )
1734457790.815384 utf8_from_data: (1 1  ) -> 41000020
1734457790.815390 utf8_to_data: 41000020 -> (1 1  )
1734457790.815393 utf8_from_data: (1 1  ) -> 41000020
1734457790.815396 utf8_to_data: 41000020 -> (1 1  )
1734457790.815398 utf8_from_data: (1 1  ) -> 41000020
1734457790.815401 utf8_to_data: 41000020 -> (1 1  )
1734457790.815404 utf8_from_data: (1 1  ) -> 41000020
1734457790.815407 utf8_to_data: 41000020 -> (1 1  )
1734457790.815409 utf8_from_data: (1 1  ) -> 41000020
1734457790.815412 utf8_to_data: 41000020 -> (1 1  )
1734457790.815415 utf8_from_data: (1 1  ) -> 41000020
1734457790.815418 utf8_to_data: 41000020 -> (1 1  )
1734457790.815420 utf8_from_data: (1 1  ) -> 41000020
1734457790.815423 utf8_to_data: 41000020 -> (1 1  )
1734457790.815426 utf8_from_data: (1 1  ) -> 41000020
1734457790.815428 utf8_to_data: 41000020 -> (1 1  )
1734457790.815431 utf8_from_data: (1 1  ) -> 41000020
1734457790.815434 utf8_to_data: 41000020 -> (1 1  )
1734457790.815436 utf8_from_data: (1 1  ) -> 41000020
1734457790.815439 utf8_to_data: 41000020 -> (1 1  )
1734457790.815442 utf8_from_data: (1 1  ) -> 41000020
1734457790.815444 utf8_to_data: 41000020 -> (1 1  )
1734457790.815447 utf8_from_data: (1 1  ) -> 41000020
1734457790.815450 utf8_to_data: 41000020 -> (1 1  )
1734457790.815452 utf8_from_data: (1 1  ) -> 41000020
1734457790.815455 utf8_to_data: 41000020 -> (1 1  )
1734457790.815458 utf8_from_data: (1 1  ) -> 41000020
1734457790.815460 utf8_to_data: 41000020 -> (1 1  )
1734457790.815463 utf8_from_data: (1 1  ) -> 41000020
1734457790.815466 utf8_to_data: 41000020 -> (1 1  )
1734457790.815468 utf8_from_data: (1 1  ) -> 41000020
1734457790.815471 utf8_to_data: 41000020 -> (1 1  )
1734457790.815474 utf8_from_data: (1 1  ) -> 41000020
1734457790.815476 utf8_to_data: 41000020 -> (1 1  )
1734457790.815479 utf8_from_data: (1 1  ) -> 41000020
1734457790.815482 utf8_to_data: 41000020 -> (1 1  )
1734457790.815484 utf8_from_data: (1 1  ) -> 41000020
1734457790.815487 utf8_to_data: 41000020 -> (1 1  )
1734457790.815490 utf8_from_data: (1 1  ) -> 41000020
1734457790.815493 utf8_to_data: 41000020 -> (1 1  )
1734457790.815495 utf8_from_data: (1 1  ) -> 41000020
1734457790.815498 utf8_to_data: 41000020 -> (1 1  )
1734457790.815501 utf8_from_data: (1 1  ) -> 41000020
1734457790.815503 utf8_to_data: 41000020 -> (1 1  )
1734457790.815506 utf8_from_data: (1 1  ) -> 41000020
1734457790.815509 utf8_to_data: 41000020 -> (1 1  )
1734457790.815511 utf8_from_data: (1 1  ) -> 41000020
1734457790.815514 utf8_to_data: 41000020 -> (1 1  )
1734457790.815517 utf8_from_data: (1 1  ) -> 41000020
1734457790.815519 utf8_to_data: 41000020 -> (1 1  )
1734457790.815522 utf8_from_data: (1 1  ) -> 41000020
1734457790.815525 utf8_to_data: 41000020 -> (1 1  )
1734457790.815527 utf8_from_data: (1 1  ) -> 41000020
1734457790.815530 utf8_to_data: 41000020 -> (1 1  )
1734457790.815533 utf8_from_data: (1 1  ) -> 41000020
1734457790.815535 utf8_to_data: 41000020 -> (1 1  )
1734457790.815538 utf8_from_data: (1 1  ) -> 41000020
